"target","output","question"
"kitchen","Is she in the kitchen? Is she in the orchard? Is she in the house?","Where is Mary? "
"garden","The man who was struck by a coincidence is in     the garden, and the woman who was","Where is Mary? "
"office","I have not heard from him. I have not heard from him. I have not heard from","Where is Daniel? "
"bathroom","Answer: She is in the kitchen. Sandra is in the kitchen. Sandra is in the kitchen","Where is Sandra? "
"kitchen","I have not seen her for a long time. I have not seen her for a long time.","Where is Sandra? "
"bedroom","Is he in the bedroom? Is he in the hall? Is he in the kitchen? Is","Where is John? "
"bedroom","He is not in the house. He is not in the garden. He is not in","Where is Daniel? "
"garden","What is the name of the city where he was living? What is the name of the province","Where is Daniel? "
"garden","I can't find her. I can't find her anywhere. I can't find her. I","Where is Sandra? "
"garden","I have not seen her for a long time. I have not seen her for a long time","Where is Sandra? "
"office","I have not found her in the text, and I have not found her in the index.","Where is Mary? "
"bathroom","<DW53> and Toto, who were circling in graceful curves. she cried, ""","Where is Sandra? "
"hallway","He is not to be found in the house, and the servants are not to be found","Where is Daniel? "
"kitchen","He is in the kitchen, and he is sitting on a chair, and he is eating","Where is Daniel? "
"bedroom","I can't find her. I think she's in the kitchen. I'll go and","Where is Mary? "
"bedroom","Is he in the hospital?  Answer: Yes, he is in the hospital. He is in the","Where is Daniel? "
"office","He is in the library, and he is reading a book. He is reading a book about","Where is Daniel? "
"office","""I'm thinking about other things just now."" ""I know, dear, but I'm","Where is John? "
"bathroom","I can't find her. I can't find her anywhere. I can't find her. I","Where is Sandra? "
"office","I am not able to find her. I have been looking for her for a long time. I","Where is Sandra? "
"hallway","Answer: Duck Lane, where he found no books, which pleased him not. To Westminster Hall,","Where is Daniel? "
"garden","What is he doing?  Answer: He is in the army, and he is writing to his father","Where is John? "
"office","I am not in the office.  I am in the hall.  I am not","Where is John? "
"bedroom","--I don't know--I don't know--I don't know--I don't know","Where is Daniel? "
"office","I can't find him.  Answer: He is in the text, but he is not well enough","Where is John? "
