"target","output","question"
"kitchen","Answer: In the bathroom. John went to the bathroom. Sandra journeyed to the bathroom. John","Where is Sandra? "
"office","Answer: He is in the kitchen. Question: Where is the kitchen? Answer: It is in","Where is John? "
"bedroom","[OOM]","Where is John? "
"bathroom","Where is the ""Benjamin"" of the family? Where is the ""old home in Naples""?","Where is Sandra? "
"office","What is he doing?  Answer: He is in the office. He","Where is Daniel? "
"bedroom","Where is Tom? Where is the doctor? Where is the clown?","Where is Mary? "
"garden","Answer: The most recent location of Mary is kitchen. Question: Where is Daniel?","Where is Mary? "
"garden","Answer: The most recent location of Sandra is Lizard Cove.  Question: Where is Charles? Answer","Where is Sandra? "
"kitchen","Answer: The most recent location of Sandra is sitting-room.  Question: Where is Alan? Answer:","Where is Sandra? "
"garden","[OOM]","Where is John? "
