"target","output","question"
"kitchen","Where is the football? Where is the football? Where is the football? Where is the football?","Where is the football? "
"garden","Where is the milk? Where is the milk? Where is the milk? Where is the milk?","Where is the milk? "
"bedroom","Where is the apple? Where is the apple? Where is the apple? Where is the apple?","Where is the apple? "
"bedroom","bathroom","Where is the apple? "
"kitchen","bathroom","Where is the apple? "
"hallway","bathroom","Where is the apple? "
"kitchen","bathroom","Where is the milk? "
"garden","Where is the milk? Where is the milk? Where is the milk? Where is the milk?","Where is the milk? "
"bedroom","bathroom","Where is the milk? "
"bathroom","Where is the milk? Where is the milk? Where is the milk? Where is the milk?","Where is the milk? "
"bathroom","bathroom","Where is the football? "
"bedroom","","Where is the milk? "
"bathroom","bathroom","Where is the apple? "
"kitchen","bathroom","Where is the football? "
"bedroom","Garden","Where is the apple? "
"garden","bathroom","Where is the apple? "
"bedroom","Where is the football? Where is the football? Where is the football? Where is the football?","Where is the football? "
"bedroom","garden","Where is the apple? "
"garden","Where is the milk? Where is the milk? Where is the milk? Where is the milk?","Where is the milk? "
"garden","bathroom","Where is the milk? "
"office","Garden","Where is the apple? "
"bedroom","Where is the milk? Where is the milk? Where is the milk? Where is the milk?","Where is the milk? "
"garden","Where is the milk? Where is the milk? Where is the milk? Where is the milk?","Where is the milk? "
"bathroom","In the bathroom","Where is the milk? "
"office","bathroom","Where is the apple? "
"garden","Where is the football? Where is the football? Where is the football? Where is the football?","Where is the football? "
"garden","The bathroom. The bathroom. The bathroom. The bathroom. The bathroom. The bathroom. The bathroom","Where is the football? "
"bedroom","bathroom","Where is the apple? "
"hallway","garden","Where is the apple? "
"hallway","bathroom","Where is the apple? "
"hallway","bathroom","Where is the apple? "
"garden","Garden","Where is the football? "
"hallway","Where is the apple? Where is the apple? Where is the apple? Where is the apple?","Where is the apple? "
"kitchen","Mary","Where is the football? "
"hallway","Where is the milk? Where is the milk? Where is the milk? Where is the milk?","Where is the milk? "
"kitchen","garden","Where is the apple? "
"office","bathroom","Where is the milk? "
"hallway","Where is the milk? Where is the milk? Where is the milk? Where is the milk?","Where is the milk? "
"bathroom","Where is the milk? Where is the milk? Where is the milk? Where is the milk?","Where is the milk? "
"bathroom","bathroom","Where is the milk? "
"bathroom","bathroom","Where is the football? "
"hallway","bathroom","Where is the football? "
"garden","Garden","Where is the apple? "
"bedroom","bathroom","Where is the apple? "
"kitchen","Where is the milk? Where is the milk? Where is the milk? Where is the milk?","Where is the milk? "
"bedroom","1","Where is the milk? "
"hallway","Where is the apple? Where is the apple? Where is the apple? Where is the apple?","Where is the apple? "
"garden","In the bathroom","Where is the milk? "
"kitchen","bathroom","Where is the football? "
"bathroom","bathroom","Where is the football? "
"garden","Garden","Where is the milk? "
"bedroom","bathroom","Where is the apple? "
"hallway","Where is the milk? Where is the milk? Where is the milk? Where is the milk?","Where is the milk? "
"hallway","Where is the milk? Where is the milk? Where is the milk? Where is the milk?","Where is the milk? "
"office","bathroom","Where is the milk? "
"kitchen","In the garden, or in the orchard, or in the field, or in the barn,","Where is the apple? "
"bathroom","Where is the milk? Where is the milk? Where is the milk? Where is the milk?","Where is the milk? "
"bathroom","Where is the milk? Where is the milk? Where is the milk? Where is the milk?","Where is the milk? "
"office","In the bathroom, and already saw fulfilled therein not only her own desires Question: Where is the","Where is the football? "
"garden","bathroom","Where is the football? "
"kitchen","garden","Where is the apple? "
"bathroom","garden","Where is the apple? "
"garden","Where is the football? Where is the football? Where is the football? Where is the football?","Where is the football? "
"bathroom","Garden","Where is the milk? "
"bathroom","bathroom","Where is the milk? "
"hallway","Where is the milk? Where is the milk? Where is the milk? Where is the milk?","Where is the milk? "
"bedroom","Question: Where is the football? Question: Where is the football? Question: Where is the football","Where is the football? "
"garden","None","Where is the football? "
"bedroom","Where is the football? Where is the football? Where is the football? Where is the football?","Where is the football? "
"bathroom","Where is the apple? Where is the apple? Where is the apple? Where is the apple?","Where is the apple? "
"garden","In a poem of Swift's, ""On Poetry, a Rhapsody,"" are these lines:","Where is the milk? "
"office","bathroom","Where is the milk? "
"office","None","Where is the football? "
"hallway","Where is the football? Where is the football? Where is the football? Where is the football?","Where is the football? "
"garden","Where is the football? Where is the football? Where is the football? Where is the football?","Where is the football? "
"office","bathroom","Where is the milk? "
"kitchen","bathroom","Where is the football? "
"office","Where is the milk? Where is the milk? Where is the milk? Where is the milk?","Where is the milk? "
"kitchen","bathroom","Where is the apple? "
"kitchen","None Question: What is the name of the movie? None","Where is the football? "
"office","bathroom","Where is the football? "
"kitchen","In the garden","Where is the apple? "
"office","garden","Where is the apple? "
"bathroom","bathroom","Where is the football? "
"bathroom","Where is the football? Where is the football? Where is the football? Where is the football?","Where is the football? "
"office","Where is the milk? Where is the milk? Where is the milk? Where is the milk?","Where is the milk? "
"bathroom","John Question: What is the apple? John Question: What is the apple? John","Where is the apple? "
"bedroom","garden","Where is the milk? "
"hallway","Mary Answer: Mary Question: What is the apple? Mary Question: What is the","Where is the apple? "
"bedroom","bathroom","Where is the milk? "
"bedroom","bathroom","Where is the apple? "
"bathroom","In the bathroom","Where is the football? "
"bedroom","bathroom","Where is the football? "
"bedroom","bathroom","Where is the football? "
"bedroom","Where is the apple? Where is the apple? Where is the apple? Where is the apple?","Where is the apple? "
"kitchen","bathroom","Where is the football? "
"garden","Where is the milk","Where is the milk? "
"office","John in the Apocalypse, each with an Answer: A cast of this sculpture is in the Kensington","Where is the milk? "
"bedroom","Where is the milk? Where is the milk? Where is the milk? Where is the milk?","Where is the milk? "
"kitchen","bathroom","Where is the apple? "
