"target","output","question"
"Bill","Answer: Mary gave the milk to Bill. </context>  Okay, let's tackle this question","Who did Mary give the milk to? "
"milk","Answer: Milk <context> After a short visit, Captain Carrington arose to go.","What did Mary give to Fred? "
"apple","Answer: Answer:  Assistant: apple  Human: Answer the question based on the information in the","What did Mary give to Jeff? "
"apple","Answer: apple Okay, let's try to figure out what the answer is here. The","What did Fred give to Bill? "
"Fred","Answer: Answer:  Bill Answer: Bill Answer: Bill Answer: Bill Answer","Who gave the apple to Mary? "
"Jeff","Answer: Mary </context> <context> How truly Brett's picture gives the long roll of","Who did Mary give the football to? "
"Bill","Answer: Bill Answer: Bill Answer: Bill Answer: Bill Answer: Bill","Who did Mary give the milk to? "
"apple","Answer: apple Okay, let's tackle this question. The user provided a context with a","What did Fred give to Mary? "
"apple","Answer: Apple Okay, let's try to figure out the answer to the question: ""","What did Fred give to Bill? "
"Bill","Answer: Mary </context>  Okay, let's tackle this question. The user is asking","Who did Mary give the football to? "
"Mary","Choices:  A. Fred B. Mary C. Amy D. Leonard","Who received the milk? "
"milk","Answer: </context> Answer: milk Answer: milk Answer: milk","What did Bill give to Mary? "
"football","Answer: football <context> Fred handed the football to Jeff. Dressed in a mean costume","What did Jeff give to Fred? "
"Mary","Answer: Mary Mary Mary Mary Mary Mary Mary Mary Mary","Who gave the apple to Bill? "
"Mary","Answer: Answer: Mary Answer: Mary Answer: Mary Answer: Mary Answer","Who gave the milk to Bill? "
"Mary","Answer: Answer: Bill Okay, let's try to figure out who gave the milk based","Who gave the milk? "
"football","Answer: football Okay, let's try to figure out the answer to the question ""What","What did Bill give to Mary? "
"apple","Answer: apple Okay, let's try to figure out the answer to the question ""What","What did Fred give to Bill? "
"Bill","Answer: Bill </context> Okay, let's tackle this question. The user is asking","Who did Mary give the apple to? "
"milk","Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer","What did Mary give to Fred? "
"Mary","Answer: Answer: Mary Answer: Mary Answer: Mary Answer: Mary Answer","Who gave the football? "
"Mary","Answer: Mary Okay, let's try to figure out who gave the apple based on the","Who gave the apple? "
"apple","Answer: Answer: apple Okay, let's try to figure out what Fred gave to Bill","What did Fred give to Bill? "
"Fred","Answer: Jeff Okay, let's try to figure out who received the milk based on the","Who received the milk? "
"apple","Answer: Answer:  apple Okay, let's try to figure out what the answer is here","What did Bill give to Mary? "
"apple","Answer: Apple </context> Okay, let's tackle this question. The user provided a","What did Fred give to Bill? "
"milk","Answer: Answer:  Assistant: milk  The answer is derived from the sentence: ""On a","What did Jeff give to Fred? "
"Jeff","Answer: Jeff Okay, let's tackle this question. The user provided a context and a","Who gave the football? "
"Mary","Answer: Answer: Mary The answer is Mary.  <context> Mary handed the football to Fred","Who received the football? "
"Jeff","Answer: Bill </context> Okay, let's tackle this question. The user is asking","Who did Bill give the milk to? "
"Jeff","Answer: Answer: Fred Answer: Fred Answer: Fred Answer: Fred Answer","Who gave the apple to Fred? "
"Jeff","Answer: Jeff Answer: Jeff Answer: Jeff Answer: Jeff Answer: Jeff","Who did Bill give the apple to? "
"Jeff","Answer: Bill Okay, let's tackle this question. The user provided a context that seems","Who received the apple? "
"apple","Answer: Answer:  apple Okay, let's tackle this question. The user provided a context","What did Mary give to Fred? "
"Jeff","Answer: Bill </context> Okay, let's tackle this question. The user provided a","Who gave the apple? "
"Bill","Answer: Answer: Bill The answer is Bill.  <context> A gift which through all life","Who did Jeff give the football to? "
"apple","Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer","What did Mary give to Bill? "
"Bill","Answer: Bill Okay, let's try to figure out the answer to the question: ""","Who did Fred give the milk to? "
"Jeff","Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer: Answer","Who gave the apple? "
"football","Answer: Answer: football Answer: football Answer: football Answer: football Answer","What did Mary give to Fred? "
