"target","output","question"
"kitchen","--the figure in the centre of the arch, and the figure in the centre of the arch","Where is John? "
"bathroom","She is not in the room. Give the adjective solemn, and the adverb solemnly","Where is Sandra? "
"office","Answer: He is in the private room of the hotel, and is reading the private review","Where is Daniel? "
"hallway","She is in the kitchen, and I am in the hall, and I am in the kitchen","Where is Mary? "
"bedroom","A. In the tent where he had been sleeping. ""I don't know, but I'll","Where is John? "
"bedroom","--I am not sure. I think she is in the dining-room,--but I","Where is Mary? "
"office","She is not in the house, and I can’t find her. She is not in the garden","Where is Sandra? "
"bathroom","--I don't know.  I'll go and see.  I'll return the money","Where is Mary? "
"kitchen","She is not at the     school, but I have not seen her at the     house","Where is Sandra? "
"bathroom","""I'm not sure,"" he said. ""I think she's in the kitchen.""","Where is Sandra? "
"bedroom","She's in the kitchen, and she's making a cake. She's in the kitchen,","Where is Mary? "
"bedroom","Sandra went to the kitchen to get a drink of water. She was not in the","Where is Sandra? "
"bedroom","She is not in the garden. She is in the house. She is not in the house","Where is Sandra? "
"hallway","--I have not seen her, and I am not aware of her being in the house.","Where is Mary? "
"bedroom","<head>  The Adventures of     G. G. G. G. G","Where is Sandra? "
"garden","--He is in the house.--He is in the house, and he is not in the","Where is John? "
"bedroom","I have not seen her. I have not seen her since I left the South African or the","Where is Mary? "
"kitchen","He is in the kitchen, and he is    preparing the dinner. He is not in the","Where is Daniel? "
"office","The Greek word for ""where"" is ""tis,"" and the Greek word for ""","Where is John? "
"bathroom","He is in the kitchen. He is not in the kitchen. He is not in the k","Where is John? "
"bathroom","A. In the hall. B. In the garden. C. In the stable.","Where is Daniel? "
"bedroom","He is not in the house. He is not in the stable. He is not in the","Where is John? "
"bedroom","*       *       *       *       *       *       *       *       *       *","Where is Daniel? "
"hallway","The answer is that she is in the kitchen, and the question is to be read as","Where is Sandra? "
"garden","I am not sure if she is in the battlefield. I think she is in the battlefield","Where is Sandra? "
