"target","output","question"
"milk","What did she give to the Dean? What did she give to the horse? What did she give","What did Mary give to Fred? "
"apple","He gave him a","What did Fred give to Bill? "
"Jeff","(0) Black Bill Black Bill Black Bill Black Bill Black Bill Black Bill","Who did Mary give the football to? "
"apple","What did he give her?","What did Fred give to Mary? "
"Bill","What was the name of the","Who did Mary give the football to? "
"milk","I think it was a ring. I am not sure. I think it was a ring.","What did Bill give to Mary? "
"Mary","What was the apple? What did it mean? What did the apple symbolize? What did","Who gave the apple to Bill? "
"Mary","The answer to this question is not in the text, but it is easy to guess.","Who gave the milk? "
"apple","""Tres bien"" or ""Tres mal""?  Answer: ""Tres bien""  Question:","What did Fred give to Bill? "
"milk","Answer: Milk. [71]  [Note: The reader will observe that the question and answer are","What did Mary give to Fred? "
"Mary","The first boy gave her ten, the second two, and the third one, making thirteen. The","Who gave the apple? "
"Fred","The answer is: Lauretta. The answer is: Lauretta. The answer is:","Who received the milk? "
"apple","Answer: A","What did Fred give to Bill? "
"Jeff","The answer is that it was the great, though not the only, cause of the disaster.","Who gave the football? "
"Jeff","Bill gave the milk to Angeline Hall.  Question: What did Angeline do when she saw the","Who did Bill give the milk to? "
"Jeff","The apple was given to the little girl. The apple was given to the boy. The apple was","Who did Bill give the apple to? "
"apple","and why?  The correct answer is: A book on the history of the honeybee.  The context","What did Mary give to Fred? "
"Bill","The answer is: McClellan  The first step in the battle of the Rapidan was","Who did Jeff give the football to? "
"Bill","(and why?) Answer: The old man. He had promised to give him milk if he would","Who did Fred give the milk to? "
"football","(I) Answer: A  Question: What did Mary give to Fred? (II) Answer","What did Mary give to Fred? "
"milk","A. A book. B. A </context>  Question: What did Mary give to Fred","What did Mary give to Fred? "
"Fred","(0.0)  Answer: The apple was given by the mother of the mother of","Who gave the apple? "
"Fred","Bill gave the apple to the cat. Bill gave the apple to the cat. Bill gave the apple","Who did Bill give the apple to? "
"Mary","(I'm guessing it was the children, but I'm not sure.)  The question is not","Who did Bill give the milk to? "
"Fred","Rosendo. Rosendo gave the football. Rosendo gave the football. Rosendo gave the football","Who gave the football? "
