"target","output","question"
"Bill","","Who did Mary give the milk to? "
"milk","and","What did Mary give to Fred? "
"apple","","What did Mary give to Jeff? "
"apple","(","What did Fred give to Bill? "
"Fred","I have","Who gave the apple to Mary? "
"Jeff","and","Who did Mary give the football to? "
"Bill","and","Who did Mary give the milk to? "
"apple","","What did Fred give to Mary? "
"apple","there","What did Fred give to Bill? "
"Bill","","Who did Mary give the football to? "
"Mary","and","Who received the milk? "
"milk","there","What did Bill give to Mary? "
"football","(","What did Jeff give to Fred? "
"Mary","there","Who gave the apple to Bill? "
"Mary","","Who gave the milk to Bill? "
"Mary","R","Who gave the milk? "
"football","R","What did Bill give to Mary? "
"apple","","What did Fred give to Bill? "
"Bill","","Who did Mary give the apple to? "
"milk","and","What did Mary give to Fred? "
"Mary","","Who gave the football? "
"Mary","","Who gave the apple? "
"apple","Where","What did Fred give to Bill? "
"Fred","","Who received the milk? "
"apple","there","What did Bill give to Mary? "
"apple","and","What did Fred give to Bill? "
"milk","","What did Jeff give to Fred? "
"Jeff","and","Who gave the football? "
"Mary","R","Who received the football? "
"Jeff","r","Who did Bill give the milk to? "
"Jeff","","Who gave the apple to Fred? "
"Jeff","and","Who did Bill give the apple to? "
"Jeff","R","Who received the apple? "
"apple","there","What did Mary give to Fred? "
"Jeff","","Who gave the apple? "
"Bill","I have ion ion ion ion ion ion ion ion ion","Who did Jeff give the football to? "
"apple","there","What did Mary give to Bill? "
"Bill","and","Who did Fred give the milk to? "
"Jeff","","Who gave the apple? "
"football","I","What did Mary give to Fred? "
"football","","What did Jeff give to Mary? "
"milk","and","What did Mary give to Fred? "
"Bill","and","Who gave the milk to Mary? "
"Fred","","Who gave the apple? "
"Fred","and","Who did Bill give the milk to? "
"Fred","there","Who did Bill give the apple to? "
"Bill","and","Who did Jeff give the apple to? "
"Mary","","Who did Bill give the milk to? "
"Fred","I have","Who gave the milk? "
"Fred","","Who gave the football? "
