"target","output","question"
"Bill","Answer: The cowboys. Question: Who did Mary give the milk to? Answer: The","Who did Mary give the milk to? "
"apple","Answer: A horrid old Jimmy.  Question: What did Aggie give to Alfred? Answer:","What did Mary give to Jeff? "
"Fred","Answer: The apple was given to Mary by the man who gave the apple to Mary. Question","Who gave the apple to Mary? "
"Bill","Answer: The milkman. Question: Who did Mary give the milk to? Answer: The milk","Who did Mary give the milk to? "
"apple","Answer: Nothing. Question: What did Bill give to Fred? Answer: Nothing. Question: What","What did Fred give to Bill? "
"Mary","Answer: Who received the milk?  Question: Who received the milk? Answer: Who received the milk","Who received the milk? "
"football","Answer: Nothing. Question: What did Fred give to Jeff? Answer: Nothing. Question:","What did Jeff give to Fred? "
"Mary","Answer: Mary. Question: Who gave the milk to Bill? Answer: Mary. Question: Who","Who gave the milk to Bill? "
"football","Answer: A. A. A. A. A. A. A. A. A.","What did Bill give to Mary? "
"Bill","Answer: Mary gave the apple to the serpent. Question: Who did Mary give the apple to?","Who did Mary give the apple to? "
"Mary","Answer: The football was given by the football. Question: Who gave the football? Answer:","Who gave the football? "
"apple","Answer: A copy of Grampus.  Question: What did Mary give to Fred? Answer: A","What did Fred give to Bill? "
"apple","Answer: Nothing.  Question: What did Mary give to Bill? Answer: Nothing.  Question: What","What did Bill give to Mary? "
"milk","Answer: Nothing.  Question: What did Fred give to Jeff? Answer: Nothing.  Question: What","What did Jeff give to Fred? "
"Mary","Answer: Who received the football?  Question: Who received the football? Answer: Who received the football","Who received the football? "
"Jeff","Answer: Fred gave the apple to Fred.  Question: Who gave the apple to Fred? Answer:","Who gave the apple to Fred? "
"Jeff","Answer: Jeff. Question: Who gave the apple? Answer: Fred. Question: Who received the","Who received the apple? "
"Jeff","Answer: Who gave the apple? Question: Who gave the apple? Answer: Who gave the apple","Who gave the apple? "
"apple","Answer: A baby. Question: What did Bill give to Mary? Answer: A baby. Question","What did Mary give to Bill? "
"Jeff","Answer: The Earl of March.  Question: Who gave the apple? Answer: The Earl of March","Who gave the apple? "
"football","Answer: Nothing. Question: What did Mary give to Jeff? Answer: Nothing. Question: What","What did Jeff give to Mary? "
"Bill","Answer: The milkman. Question: Who gave the milk to Mary? Answer: The milkman","Who gave the milk to Mary? "
"Fred","Answer: Fred.","Who did Bill give the milk to? "
"Bill","Answer: Jeff gave the apple to the dog. Question: Who did Jeff give the apple to","Who did Jeff give the apple to? "
"Fred","Answer: The milk was given by the milkman. Question: Who gave the milk? Answer:","Who gave the milk? "
