"target","output","question"
"Jeff","Fred  Answer: Fred gave the football to Fred","Who did Fred give the football to? "
"Bill","daughter","Who did Mary give the milk to? "
"Jeff","Jeff  Answer: milk  Question: What did Mary do? went back to the hallway  Answer","Who did Fred give the milk to? "
"milk","milk  Question: What did Jeff do? got the milk there.  Question: What did Jeff do","What did Mary give to Fred? "
"Fred","Marie  Answer: Marie","Who received the milk? "
"apple","apple","What did Mary give to Jeff? "
"apple","chain  Answer: Mary gave Jeff a chain","What did Mary give to Jeff? "
"apple","milk","What did Fred give to Bill? "
"Jeff","Eli","Who gave the milk to Fred? "
"Fred","Mary","Who gave the apple to Mary? "
"Jeff","Sir Patrick Charteris","Who received the football? "
"Jeff","Charles  Answer: Mary gave the football to Charles","Who did Mary give the football to? "
"milk","milk","What did Mary give to Bill? "
"Bill","Rudolph","Who did Mary give the milk to? "
"milk","milk","What did Mary give to Bill? "
"apple","medal","What did Fred give to Mary? "
"Mary","Bill","Who received the football? "
"apple","a short shrug of disgust  Bill: Bill Latimer  Fred: Fred Latimer  Bill","What did Fred give to Bill? "
"Jeff","Harry  Question: What did Harry do? dropped asleep","Who received the apple? "
"Bill","Mary gave the football to John.  Question: Who did Mary give the football to? Mary gave the","Who did Mary give the football to? "
"Fred","Mary","Who gave the milk to Jeff? "
"Mary","Mary","Who received the milk? "
"Mary","mother","Who gave the milk? "
"milk","wig","What did Bill give to Mary? "
"milk","apple  Bill: apple  Jeff: apple  Bill: apple  Jeff: apple  Bill:","What did Jeff give to Bill? "
"football","apple  Answer: apple","What did Jeff give to Fred? "
"Mary","Jack Kirke  Answer: Jack Kirke","Who gave the football? "
"Mary","Mary  Bill ate an apple. Mary gave Bill an apple.  Bill ate an apple. Mary gave","Who gave the apple to Bill? "
"Fred","Bill  Question: What is the name of the apple? Apple  Question: What is the name","Who received the apple? "
"Mary","Mary  Question: What is the color of Bill's eye? brown  Question: What is the","Who gave the milk to Bill? "
"milk","milk","What did Mary give to Jeff? "
"Mary","Jeff","Who gave the milk? "
"Fred","Mary's mother  Mary's mother gave the apple to Mary.  Mary's mother gave the apple to","Who gave the apple to Mary? "
"football","milk","What did Bill give to Mary? "
"apple","apple  Answer: apple  Question: What did Mary discard? milk  Answer: milk  Question","What did Fred give to Mary? "
"apple","$5  Bill: Bill gave Fred $5","What did Fred give to Bill? "
"Jeff","Jeff  Answer: Jeff gave the milk to Fred. Edwards, minister of Denton, in Sussex","Who gave the milk? "
"Bill","Bill","Who did Mary give the apple to? "
"Fred","Fred","Who gave the football to Mary? "
"milk","milk  Question: What did he do? set about  Question: What did he do? kind","What did Mary give to Fred? "
"milk","milk","What did Fred give to Mary? "
"Mary","Reuben Tracy  Answer: Reuben Tracy gave the football  Question: Who gave the football?","Who gave the football? "
"Fred","Bill  Question: What is the color of the apple? red  Question: What is the color","Who received the apple? "
"Mary","Schwitter","Who gave the apple? "
"Fred","Mary","Who gave the apple to Bill? "
"apple","apple","What did Fred give to Bill? "
"Fred","Fred  Question: Who gave the apple? Bill  Question: Who is the lord of the strong","Who received the apple? "
"Fred","Mary Question: What is the milk? milk Question: What is the milk? milk","Who received the milk? "
"Mary","Alfred","Who received the football? "
"apple","apple  Answer: apple","What did Bill give to Mary? "
"apple","milk","What did Mary give to Fred? "
"apple","milk  Answer: milk","What did Fred give to Bill? "
"apple","apple Question: What did Fred give to Bill? apple Question: What did Fred give to","What did Fred give to Bill? "
"milk","milk","What did Jeff give to Fred? "
"Mary","Moira","Who received the milk? "
"Jeff","Noah, when he took Ham into the Ark. Cain took A-Bell's Life, and Joshua","Who gave the football? "
"Bill","Bill","Who gave the football to Fred? "
"Mary","BLORE.  Answer: BLORE.  Question: Who received the football? BLORE","Who received the football? "
"Mary","Mary  Answer: Mary gave the football to Fred. Mary gave the football to Fred. Mary gave","Who gave the football to Fred? "
"Jeff","Jeff","Who did Bill give the milk to? "
"Fred","Jeff","Who gave the football to Jeff? "
"Jeff","Pepys","Who gave the apple to Fred? "
"Bill","Mary","Who received the milk? "
"Jeff","Mary","Who did Bill give the apple to? "
"milk","apple Context: Mary gave Fred apple","What did Mary give to Fred? "
"Jeff","Mary","Who received the apple? "
"Jeff","Jeff","Who gave the apple to Bill? "
"apple","apple  Question: What did Jeff travel to? hallway  Question: What did Thorne proclaim?","What did Mary give to Fred? "
"Bill","Tabitha  ## 2. Fred: apple -> Tabitha","Who did Fred give the apple to? "
"Jeff","Charles","Who gave the apple? "
"Bill","Bill","Who gave the milk to Fred? "
"Bill","Jeff  |Jeff gave the football to Jeff  |Jeff gave the football to Jeff  |Jeff","Who did Jeff give the football to? "
