"target","output","question"
"Jeff","A. his brother B. his friend C. his sister D. his mother  Question: What","Who did Fred give the football to? "
"Bill","(1 point) A. the Superintendent B. the Inspector C. Jerry D.","Who did Mary give the milk to? "
"Jeff","Answer: Betsy Todd  Question: What did Pauline do when she saw the milk? Answer","Who did Fred give the milk to? "
"milk","What did Fred give to Mary?  Answer: Mary gave Fred a kiss. Fred gave Mary a ring","What did Mary give to Fred? "
"Fred","Answer: The guests. Question: What was the name of the vessel out of which the guests drank","Who received the milk? "
"apple","1. 1.5 2. 1.5 3. 1.","What did Mary give to Jeff? "
"apple","A. a book B. a letter C. a ring D. a watch Answer: C","What did Mary give to Jeff? "
"apple","(1) a book (2) a letter (3) a present (4) a card","What did Fred give to Bill? "
"Jeff","Answer: Letty.  Question: Who was the first to suggest that Fred and Letty should marry","Who gave the milk to Fred? "
"Fred","(1) Harwell (2) Mr. Harwell (3) Mr. Harwell's","Who gave the apple to Mary? "
"Jeff","Read the text and find the answer to the question. Answer: The football was given to the boy","Who received the football? "
"Jeff","(1 point)  Answer: Black Bill  Explanation: Black Bill was the only friend that Hellena","Who did Mary give the football to? "
"milk","(1 point) A. a book B. a pen C. a pencil D","What did Mary give to Bill? "
"Bill","A. The baby B. The cat C. The dog D. The cow Answer: A","Who did Mary give the milk to? "
"milk","(1 point) A. a kiss B. a hug C. a smile D","What did Mary give to Bill? "
"apple","Answer: An apple. Question: What did Fred give to Mary? Answer: An apple. Question","What did Fred give to Mary? "
"Mary","(A) Stephen (B) Mr. Brice (C) Mr. Brice's son","Who received the football? "
"apple","A. A book B. A pen C. A watch D. A ring Answer: A","What did Fred give to Bill? "
"Jeff","(1) Answer: The snake  Question: What did the snake say? (1) Answer","Who received the apple? "
"Bill","(1) Answer: To the boy who was playing with it.  Question: What did Mary do","Who did Mary give the football to? "
"Fred","(Hint: It was not the cow.)  Answer: The cow gave the milk to Jeff.  Question","Who gave the milk to Jeff? "
"Mary","Answer: The child.","Who received the milk? "
"Mary","Answer: The cow. Question: Who gave the milk? Answer: The cow. Question: Who","Who gave the milk? "
"milk","What did Mary give to Bill? What did Mary give to Bill? What did Bill give to Mary","What did Bill give to Mary? "
"milk","A. A book B. A pen C. A pencil D. A dictionary  Question","What did Jeff give to Bill? "
"football","Answer: A letter. Question: What did Fred give to Jeff? Answer: A letter. Question","What did Jeff give to Fred? "
"Mary","(A) The coach (B) The referee (C) The player (D) The manager","Who gave the football? "
"Mary","Answer: The man in the white suit.  Question: Who gave the apple to Bill? Answer:","Who gave the apple to Bill? "
"Fred","Answer: The corporal of the post. Question: What did the corporal do with the apple","Who received the apple? "
"Mary","Answer: The cow. Question: Who gave the milk to the cow? Answer: The farmer.","Who gave the milk to Bill? "
"milk","(A) a book (B) a pen (C) a pencil (D) a dictionary","What did Mary give to Jeff? "
"Mary","Answer: Jeff.","Who gave the milk? "
"Fred","Answer: The apple was given to Mary by her mother. Question: Who gave the apple to Mary","Who gave the apple to Mary? "
"football","What did Mary give to Bill? What did Bill give to Mary? What did Mary give to Bill","What did Bill give to Mary? "
"apple","What did Mary give to Fred? What did Amy give to Fred? What did Fred give to Amy","What did Fred give to Mary? "
"apple","(a) a book (b) a letter (c) a photograph (d) a newspaper","What did Fred give to Bill? "
"Jeff","Answer: Jeff. Question: Who drank the milk? Answer: Fred. Question: Who wrote the","Who gave the milk? "
"Bill","A. John B. Peter C. Paul D. James Answer: C Question: What","Who did Mary give the apple to? "
"Fred","A. Robert B. Lester C. Archibald D. Mary Answer: A","Who gave the football to Mary? "
"milk","Answer: Milk. Question: What did Mary give to Fred? Answer: Milk. Question: What","What did Mary give to Fred? "
"milk","(1) a book (2) a ring (3) a watch (4) a necklace","What did Fred give to Mary? "
"Mary","Answer: The General. Question: Who got the football? Answer: The General. Question: Who","Who gave the football? "
"Fred","(1) Answer: Eve Question: What is the name of the first man? (1","Who received the apple? "
"Mary","A. The first boy B. The second boy C. The third boy D. The woman","Who gave the apple? "
"Fred","A. John B. B. John C. John D. John Answer: B </","Who gave the apple to Bill? "
"apple","A. A book B. A pen C. A pencil D. A dictionary Answer: A","What did Fred give to Bill? "
"Fred","(1 point) Question: What is the name of the author of the text? (1 point","Who received the apple? "
"Fred","Answer: The child. Question: Who received the bread? Answer: The child. Question:","Who received the milk? "
"Mary","(A) The coach. (B) The quarterback. (C) The referee. (D","Who received the football? "
"apple","Answer: The apple.  Question: What did Mary give to Bill? Answer: The apple.  Question","What did Bill give to Mary? "
"apple","Answer: A ring.  Question: What did Fred give to Mary? Answer: A ring.  Question","What did Mary give to Fred? "
"apple","Answer: A book. Question: What did Bill give to Fred? Answer: A book. Question","What did Fred give to Bill? "
"apple","(1) a quarrel (2) a quarrelsome (3) a quarrelsome","What did Fred give to Bill? "
"milk","(Hint: Look for the word ""milk"" in the text.)  Answer: Jeff gave the","What did Jeff give to Fred? "
"Mary","Answer: The children. Question: Who received the bread? Answer: The children. Question:","Who received the milk? "
"Jeff","(Contributed by: Anonymous)  Answer: The football was given by the American Football League.","Who gave the football? "
"Bill","A. The coach. B. The teacher. C. The principal. D. The student.","Who gave the football to Fred? "
"Mary","(1) Answer: The major. (1) Question: Who was the major? (1","Who received the football? "
"Mary","A. Mary B. Frank C. Fred D. None of these Answer: A","Who gave the football to Fred? "
"Jeff","A. The poor B. The rich C. The sick D. The old  Question: What","Who did Bill give the milk to? "
