"target","output","question"
"Jeff","Answer: The King of France  Question: What is the name of the King of France? Answer","Who did Fred give the football to? "
"Bill","""I'm glad to see you, Cameron, but I'm not sure I should like to see","Who did Mary give the milk to? "
"Jeff","A. Fred gave the milk to Fred. B. Fred gave the milk to Fred's mother.","Who did Fred give the milk to? "
"milk","""A milk bottle, of course--I'm a milk man, and I'm a milk bottle","What did Mary give to Fred? "
"Fred","""The milk was--"" ""The milk was--"" ""The milk was--"" ""The","Who received the milk? "
"apple","A. A ring B. A ring and a ring B. A ring and a ring and a","What did Mary give to Jeff? "
"apple","Answer: The ring. Question: What did Fred give to Mary? Answer: The ring. Question","What did Mary give to Jeff? "
"apple","_Atalanta.                 I'll tell ye, I'll tell ye, I'll tell ye","What did Fred give to Bill? "
"Jeff","Answer: Eli gave the milk to Fred.  Question: What did Fred say to Eli? Answer:","Who gave the milk to Fred? "
"Fred","0 0 Answer: The apple was given to Mary by her father. 0","Who gave the apple to Mary? "
"Jeff","""The provost,"" he said, ""is an excellent man; marry, he holds his kn","Who received the football? "
"Jeff","A. The fisherman. B. The fisherman's wife. C. The fisherman's","Who did Mary give the football to? "
"milk","""The man who is the cause of the death of a ship, is the cause of the","What did Mary give to Bill? "
"Bill","""The milk is for the poor, and I will give it to the poor."" ""The milk","Who did Mary give the milk to? "
"milk","Answer: Milk  Question: What did John Evelyn write? Answer: A Greek poem  Question:","What did Mary give to Bill? "
"apple","1. A ring. 2. A ring and a ring of gold. 3.","What did Fred give to Mary? "
"Mary","[35] Answer: The Ninety-Third. Question: What was the name of the man","Who received the football? "
"apple","Answer: He gave him a thunderbolt. ""I'm afraid I have forgotten the way","What did Fred give to Bill? "
"Jeff","""The man who gave the apple to the woman who gave it to the man who gave it to","Who received the apple? "
"Bill","Answer: The man who was the most able to make the most of it. The man who was","Who did Mary give the football to? "
"Fred","""The milk was given to Jeff by his mother."" The milk was given to Jeff by his mother","Who gave the milk to Jeff? "
"Mary","Amy, the dog, or the children?  Question: What is the name of the minister?  Question","Who received the milk? "
"Mary","The mother, the father, or the laid eggs, a series of oval bodies, each","Who gave the milk? "
"milk","""A ring, a ring, what a ring, a ring of a ring, a ring of","What did Bill give to Mary? "
"milk","Answer: The bluebottle. The Bluebottle is a species of fly, of the","What did Jeff give to Bill? "
"football","Answer: The same as Fred gave to Jeff. The same as Fred gave to Fred. The","What did Jeff give to Fred? "
"Mary","Ruby’s father gave the football to Ruby.  Question: What did Jack say to Ruby? Jack said","Who gave the football? "
"Mary","Answer: Jack. Question: What did Jack say to Bill? Answer: ""I gave the apple","Who gave the apple to Bill? "
"Fred","The Lady of the House, who was the Lady of the House. What is the most important letter","Who received the apple? "
"Mary","* * * * * * * * * * * * * * * * * * * *","Who gave the milk to Bill? "
