36589	models/Meta-Llama-3-8B/README.md
4999802720	models/Meta-Llama-3-8B/model-00002-of-00004.safetensors
9085698	models/Meta-Llama-3-8B/tokenizer.json
4696	models/Meta-Llama-3-8B/USE_POLICY.md
23950	models/Meta-Llama-3-8B/model.safetensors.index.json
4915916176	models/Meta-Llama-3-8B/model-00003-of-00004.safetensors
654	models/Meta-Llama-3-8B/config.json
7801	models/Meta-Llama-3-8B/LICENSE
1168138808	models/Meta-Llama-3-8B/model-00004-of-00004.safetensors
177	models/Meta-Llama-3-8B/generation_config.json
1519	models/Meta-Llama-3-8B/.gitattributes
50566	models/Meta-Llama-3-8B/tokenizer_config.json
4976698672	models/Meta-Llama-3-8B/model-00001-of-00004.safetensors
73	models/Meta-Llama-3-8B/special_tokens_map.json
1340616616	models/bge-large-en-v1.5/model.safetensors
52	models/bge-large-en-v1.5/sentence_bert_config.json
125	models/bge-large-en-v1.5/special_tokens_map.json
231508	models/bge-large-en-v1.5/vocab.txt
711396	models/bge-large-en-v1.5/tokenizer.json
779	models/bge-large-en-v1.5/config.json
349	models/bge-large-en-v1.5/modules.json
366	models/bge-large-en-v1.5/tokenizer_config.json
124	models/bge-large-en-v1.5/config_sentence_transformers.json
1	models/Meta-Llama-3-8B/.cache/huggingface/.gitignore
191	models/Meta-Llama-3-8B/.cache/huggingface/CACHEDIR.TAG
191	models/bge-large-en-v1.5/1_Pooling/config.json
101	models/Meta-Llama-3-8B/.cache/huggingface/download/.gitattributes.metadata
0	models/Meta-Llama-3-8B/.cache/huggingface/download/LICENSE.lock
125	models/Meta-Llama-3-8B/.cache/huggingface/download/model-00001-of-00004.safetensors.metadata
0	models/Meta-Llama-3-8B/.cache/huggingface/download/tokenizer.json.lock
0	models/Meta-Llama-3-8B/.cache/huggingface/download/tokenizer_config.json.lock
125	models/Meta-Llama-3-8B/.cache/huggingface/download/model-00003-of-00004.safetensors.metadata
101	models/Meta-Llama-3-8B/.cache/huggingface/download/generation_config.json.metadata
125	models/Meta-Llama-3-8B/.cache/huggingface/download/model-00004-of-00004.safetensors.metadata
124	models/Meta-Llama-3-8B/.cache/huggingface/download/model-00002-of-00004.safetensors.metadata
101	models/Meta-Llama-3-8B/.cache/huggingface/download/tokenizer_config.json.metadata
100	models/Meta-Llama-3-8B/.cache/huggingface/download/model.safetensors.index.json.metadata
0	models/Meta-Llama-3-8B/.cache/huggingface/download/config.json.lock
1	models/bge-large-en-v1.5/.cache/huggingface/.gitignore
191	models/bge-large-en-v1.5/.cache/huggingface/CACHEDIR.TAG
0	models/Meta-Llama-3-8B/.cache/huggingface/download/USE_POLICY.md.lock
0	models/Meta-Llama-3-8B/.cache/huggingface/download/model-00001-of-00004.safetensors.lock
0	models/Meta-Llama-3-8B/.cache/huggingface/download/.gitattributes.lock
0	models/Meta-Llama-3-8B/.cache/huggingface/download/model-00003-of-00004.safetensors.lock
0	models/Meta-Llama-3-8B/.cache/huggingface/download/model-00002-of-00004.safetensors.lock
101	models/Meta-Llama-3-8B/.cache/huggingface/download/special_tokens_map.json.metadata
0	models/Meta-Llama-3-8B/.cache/huggingface/download/README.md.lock
100	models/Meta-Llama-3-8B/.cache/huggingface/download/LICENSE.metadata
101	models/Meta-Llama-3-8B/.cache/huggingface/download/README.md.metadata
101	models/Meta-Llama-3-8B/.cache/huggingface/download/USE_POLICY.md.metadata
0	models/Meta-Llama-3-8B/.cache/huggingface/download/special_tokens_map.json.lock
100	models/Meta-Llama-3-8B/.cache/huggingface/download/config.json.metadata
0	models/Meta-Llama-3-8B/.cache/huggingface/download/model-00004-of-00004.safetensors.lock
0	models/Meta-Llama-3-8B/.cache/huggingface/download/model.safetensors.index.json.lock
0	models/Meta-Llama-3-8B/.cache/huggingface/download/generation_config.json.lock
101	models/Meta-Llama-3-8B/.cache/huggingface/download/tokenizer.json.metadata
101	models/bge-large-en-v1.5/.cache/huggingface/download/special_tokens_map.json.metadata
0	models/bge-large-en-v1.5/.cache/huggingface/download/config_sentence_transformers.json.lock
0	models/bge-large-en-v1.5/.cache/huggingface/download/tokenizer_config.json.lock
101	models/bge-large-en-v1.5/.cache/huggingface/download/modules.json.metadata
101	models/bge-large-en-v1.5/.cache/huggingface/download/tokenizer_config.json.metadata
101	models/bge-large-en-v1.5/.cache/huggingface/download/sentence_bert_config.json.metadata
101	models/bge-large-en-v1.5/.cache/huggingface/download/config_sentence_transformers.json.metadata
0	models/bge-large-en-v1.5/.cache/huggingface/download/config.json.lock
0	models/bge-large-en-v1.5/.cache/huggingface/download/model.safetensors.lock
0	models/bge-large-en-v1.5/.cache/huggingface/download/special_tokens_map.json.lock
101	models/bge-large-en-v1.5/.cache/huggingface/download/config.json.metadata
0	models/bge-large-en-v1.5/.cache/huggingface/download/vocab.txt.lock
100	models/bge-large-en-v1.5/.cache/huggingface/download/tokenizer.json.metadata
125	models/bge-large-en-v1.5/.cache/huggingface/download/model.safetensors.metadata
0	models/bge-large-en-v1.5/.cache/huggingface/download/sentence_bert_config.json.lock
101	models/bge-large-en-v1.5/.cache/huggingface/download/vocab.txt.metadata
0	models/bge-large-en-v1.5/.cache/huggingface/download/modules.json.lock
0	models/bge-large-en-v1.5/.cache/huggingface/download/tokenizer.json.lock
2098	models/bge-large-en-v1.5/.cache/huggingface/trees/d4aa6901d3a41ba39fb536a557fa166f842b0e09.json
101	models/bge-large-en-v1.5/.cache/huggingface/download/1_Pooling/config.json.metadata
0	models/bge-large-en-v1.5/.cache/huggingface/download/1_Pooling/config.json.lock
