"target","output","question"
"garden","Choices:   A) In the kitchen   B) In the garden   C) In the","Where is the milk? "
"hallway","Answer: The apple is in the hallway. </context>  Okay, let's try to figure","Where is the apple? "
"bathroom","Choices:   A. In the kitchen   B. In the hallway   C. In the","Where is the milk? "
"kitchen","Answer: The football is in the kitchen. </context>  Okay, let's try to figure","Where is the football? "
"bedroom","Options:   A. In the kitchen   B. In the bedroom   C. In the","Where is the apple? "
"bedroom","Choices:   A. In the kitchen   B. In the bathroom   C. In the","Where is the milk? "
"garden","Answer: The football is in the kitchen. </context>  Okay, let's see. The","Where is the football? "
"hallway","Answer: The apple is in the kitchen.   Okay, let's see. The user provided a","Where is the apple? "
"kitchen","Answer: The football is in the kitchen. </context>  Okay, let's try to figure","Where is the football? "
"hallway","Answer: The milk is in the kitchen. <context> <example> <example> <example","Where is the milk? "
"hallway","Options:   A. In the kitchen   B. In the garden   C. In the","Where is the football? "
"bedroom","Answer: The milk is in the kitchen. <context> The milk is in the kitchen. </","Where is the milk? "
"bathroom","Answer: The football is in the kitchen. </context>  Okay, let's try to figure","Where is the football? "
"hallway","Answer: The milk is in the kitchen. Okay, let's see. The user is asking","Where is the milk? "
"bathroom","Answer: The milk is in the kitchen. Okay, let's see. I need to figure","Where is the milk? "
"bathroom","Choices: A. In the cottage B. In the bathroom C. In the kitchen","Where is the apple? "
"hallway","Answer: The milk is in the kitchen. </context>  Okay, let's see. I","Where is the milk? "
"bathroom","Choices:   A. In the kitchen   B. In the bathroom   C. In the","Where is the apple? "
"hallway","Answer: The football is in the kitchen. </context>  Okay, let's try to figure","Where is the football? "
"office","Answer: The milk is in the kitchen. <context> After some six weeks fatting amongst","Where is the milk? "
"kitchen","Answer: The apple is in the kitchen. Okay, let's try to figure out where the","Where is the apple? "
"office","Choices:   A. In the kitchen   B. In the bathroom   C. In the","Where is the milk? "
"bedroom","Answer: The milk is in the kitchen. </context>  Okay, let's see. The","Where is the milk? "
"bedroom","Answer: The football is in the bedroom. </context>  Okay, let's try to figure","Where is the football? "
"office","Answer: The milk is in the hallway. </context>  Okay, let's try to figure","Where is the milk? "
